operator_id,operator,county,section
18104,EDINGER ENGINEERING INC,CLEVELAND,4
20266,ATCHLEY RESOURCES INC,CLEVELAND,27
21553,SHARBER BILLY JACK OPERATING LLC,CLEVELAND,29
18104,EDINGER ENGINEERING INC,CLEVELAND,33
12871,SOUTHERN RESOURCES INC,COAL,33
4909,BLANCHARD HENRY,COAL,23
439,COAL OIL & GAS COMPANY,COAL,34
15996,WENTWORTH OPERATING COMPANY,COAL,6
19544,PALUCA PETROLEUM INC,COAL,28
21422,ARROW ENERGY INC,COAL,31
21422,ARROW ENERGY INC,COAL,26
23730,SOLE 2 LLC,COAL,22
20830,GOMACO OPERATING COMPANY,COAL,20
23815,BROMIDE ENVIROMENTAL LLC,COAL,34
21422,ARROW ENERGY INC,COAL,27
21261,GUNGOLL CARL E EXPLORATION LLC,COAL,30
23088,H2OX LLC,COAL,11
22182,LINN OPERATING INC,COAL,10
23562,BRAVO ARKOMA LLC,COAL,12
23562,BRAVO ARKOMA LLC,COAL,4
21422,ARROW ENERGY INC,COAL,31
21422,ARROW ENERGY INC,COAL,31
4909,BLANCHARD HENRY,COAL,23
20830,GOMACO OPERATING COMPANY,COAL,34
21655,SHRIVER OPERATING LLC,COMANCHE,30
21502,SCHETTLER WILLIAM D,COMANCHE,17
21308,WAGON WHEEL PRODUCTION COMPANY,COMANCHE,21
21308,WAGON WHEEL PRODUCTION COMPANY,COMANCHE,22
20572,PETRODA OIL & GAS LLC,COMANCHE,24
3624,SCHRADER LAWAYNE,COMANCHE,30
20147,STERLING PROPERTIES INC,COMANCHE,32
18309,COLUMBIA PRODUCTION COMPANY,COMANCHE,8
18309,COLUMBIA PRODUCTION COMPANY,COMANCHE,8
17853,BRAMMER PETROLEUM INC,COMANCHE,21
21308,WAGON WHEEL PRODUCTION COMPANY,COMANCHE,29
21641,JUNG GREG,COMANCHE,30
5960,OUACHITA EXPLORATION INC,COMANCHE,3
19522,LATIGO DRILLING CORPORATION,COMANCHE,21
20572,PETRODA OIL & GAS LLC,COMANCHE,18
21655,SHRIVER OPERATING LLC,COMANCHE,27
21655,SHRIVER OPERATING LLC,COMANCHE,21
21655,SHRIVER OPERATING LLC,COMANCHE,20
21655,SHRIVER OPERATING LLC,COMANCHE,20
21502,SCHETTLER WILLIAM D,COMANCHE,21
22991,JOHNSON FAMILY TRUST,COMANCHE,24
21308,WAGON WHEEL PRODUCTION COMPANY,COMANCHE,19
21502,SCHETTLER WILLIAM D,COMANCHE,21
21502,SCHETTLER WILLIAM D,COMANCHE,21
21308,WAGON WHEEL PRODUCTION COMPANY,COMANCHE,17
20147,STERLING PROPERTIES INC,COMANCHE,32
21308,WAGON WHEEL PRODUCTION COMPANY,COMANCHE,28
16535,FRENCH OIL INC,COMANCHE,9
10399,TRIAD ENERGY INC,COMANCHE,12
10399,TRIAD ENERGY INC,COMANCHE,13
10399,TRIAD ENERGY INC,COMANCHE,17
18026,BRENNEIS ENERGY,COMANCHE,19
22280,TURNER R L OIL COMPANY LLC,COMANCHE,3
18026,BRENNEIS ENERGY,COMANCHE,19
14886,FLANAGAN ENERGY COMPANY,COMANCHE,16
16555,DELLUOMO DAN dba JWD OIL & GAS,COMANCHE,19
10399,TRIAD ENERGY INC,COMANCHE,13
333,C & Y CASING PULLING COMPANY,COTTON,31
15568,LEMLEY OIL CORP,COTTON,4
15568,LEMLEY OIL CORP,COTTON,4
15568,LEMLEY OIL CORP,COTTON,4
15568,LEMLEY OIL CORP,COTTON,8
15568,LEMLEY OIL CORP,COTTON,8
19542,NICKELL OIL COMPANY,COTTON,9
22503,KURAN RESOURCES INC,COTTON,17
22503,KURAN RESOURCES INC,COTTON,17
21954,SJ OK OIL COMPANY,COTTON,17
13189,LEWIS OIL OPERATIONS LLC,COTTON,3
23589,O & S ENERGY LLC,COTTON,6
23589,O & S ENERGY LLC,COTTON,6
10964,S & S PRODUCTION COMPANY,COTTON,3
19522,LATIGO DRILLING CORPORATION,COTTON,29
10964,S & S PRODUCTION COMPANY,COTTON,3
22248,BRAHMAN OPERATING LLC,COTTON,3
22248,BRAHMAN OPERATING LLC,COTTON,4
1680,PERKINS ENERGY COMPANY,COTTON,5
1680,PERKINS ENERGY COMPANY,COTTON,32
17923,CLARK OPERATING INC,COTTON,33
17923,CLARK OPERATING INC,COTTON,33
23589,O & S ENERGY LLC,COTTON,6
10964,S & S PRODUCTION COMPANY,COTTON,5
4565,SPEIR R M OPERATING COMPANY,COTTON,13
4565,SPEIR R M OPERATING COMPANY,COTTON,13
13189,LEWIS OIL OPERATIONS LLC,COTTON,24
6320,BARTA ENTERPRISES,COTTON,16
11992,DEHART COMPANY (THE),COTTON,4
19583,TAYLOR OIL COMPANY,COTTON,4
1680,PERKINS ENERGY COMPANY,COTTON,5
1680,PERKINS ENERGY COMPANY,COTTON,6
1680,PERKINS ENERGY COMPANY,COTTON,6
1680,PERKINS ENERGY COMPANY,COTTON,6
1680,PERKINS ENERGY COMPANY,COTTON,5
13189,LEWIS OIL OPERATIONS LLC,COTTON,32
1680,PERKINS ENERGY COMPANY,COTTON,5
1680,PERKINS ENERGY COMPANY,COTTON,6
19737,C & R PETROLEUM COMPANY,COTTON,5
6796,SIMON OIL COMPANY,COTTON,9
22007,SHARP SEAN M,COTTON,29
21173,WALKER PAUL OIL INC,COTTON,22
19522,LATIGO DRILLING CORPORATION,COTTON,29
1680,PERKINS ENERGY COMPANY,COTTON,6
23589,O & S ENERGY LLC,COTTON,6
12231,JONES BABE INC,COTTON,35
23589,O & S ENERGY LLC,COTTON,6
23589,O & S ENERGY LLC,COTTON,6
23589,O & S ENERGY LLC,COTTON,6
11992,DEHART COMPANY (THE),COTTON,31
4565,SPEIR R M OPERATING COMPANY,COTTON,6
12231,JONES BABE INC,COTTON,34
16535,FRENCH OIL INC,COTTON,10
16535,FRENCH OIL INC,COTTON,10
23885,HIGH TONY OPERATING,COTTON,23
23375,A-S OIL,COTTON,26
14990,COX MEL TRANSPORTS INC,COTTON,25
23398,PERKINS FAMILY INVESTMENTS LLC,COTTON,4
23375,A-S OIL,COTTON,28
15568,LEMLEY OIL CORP,COTTON,4
19737,C & R PETROLEUM COMPANY,COTTON,5
10964,S & S PRODUCTION COMPANY,COTTON,3
15568,LEMLEY OIL CORP,COTTON,4
19737,C & R PETROLEUM COMPANY,COTTON,25
10964,S & S PRODUCTION COMPANY,COTTON,2
19737,C & R PETROLEUM COMPANY,COTTON,25
18615,G & D OIL,COTTON,23
11992,DEHART COMPANY (THE),COTTON,30
22248,BRAHMAN OPERATING LLC,COTTON,34
11992,DEHART COMPANY (THE),COTTON,30
15568,LEMLEY OIL CORP,COTTON,4
11992,DEHART COMPANY (THE),COTTON,16
13189,LEWIS OIL OPERATIONS LLC,COTTON,3
272,BRIDWELL OIL COMPANY,COTTON,16
15568,LEMLEY OIL CORP,COTTON,4
21954,SJ OK OIL COMPANY,COTTON,17
19800,INMAN JAMES E,COTTON,35
21929,ANDERSON RICHARD,COTTON,17
17923,CLARK OPERATING INC,COTTON,33
17923,CLARK OPERATING INC,COTTON,33
22248,BRAHMAN OPERATING LLC,COTTON,4
22248,BRAHMAN OPERATING LLC,COTTON,4
22680,ZEIDERS BROS OIL & GAS CO LLC,CRAIG,9
23862,RIVER ROCK OPERATING LLC,CRAIG,28
21476,SEMINOLE OIL PRODUCTIONS LLC,CRAIG,24
13961,TARWATER OIL & GAS LLC,CRAIG,25
20764,S & C RESOURCES INC,CREEK,20
1235,KRUMME OIL COMPANY LLP,CREEK,21
21067,TOPSAIL SECONDARY RECOVERY LLC,CREEK,34
23934,ROVER OPERATING LLC,CREEK,8
15298,BAILEY RICHARD LEON,CREEK,35
20459,SHELTON ALEC & GLENDA,CREEK,28
21963,EDGE OIL COMPANY INC,CREEK,16
10148,LITTLE RIVER ENERGY COMPANY,CREEK,32
19386,PETCO PETROLEUM CORP,CREEK,14
23605,WAVE ENERGY LLC,CREEK,3
23209,CIRCLE 9 RESOURCES LLC,CREEK,5
10368,HOLLOWAY DAVID A,CREEK,13
11199,ALTMAN ENERGY INC,CREEK,4
22892,LEG UP OPERATING COMPANY LLC,CREEK,19
19386,PETCO PETROLEUM CORP,CREEK,14
19386,PETCO PETROLEUM CORP,CREEK,14
19386,PETCO PETROLEUM CORP,CREEK,14
19386,PETCO PETROLEUM CORP,CREEK,14
23271,MID-CON ENERGY OPERATING LLC,CREEK,3
23271,MID-CON ENERGY OPERATING LLC,CREEK,3
23271,MID-CON ENERGY OPERATING LLC,CREEK,3
19386,PETCO PETROLEUM CORP,CREEK,11
19386,PETCO PETROLEUM CORP,CREEK,14
19416,PROVEN RESERVES MANAGEMENT INC,CREEK,35
10368,HOLLOWAY DAVID A,CREEK,20
13989,NBI SERVICES INC,CREEK,20
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,8
19386,PETCO PETROLEUM CORP,CREEK,4
10148,LITTLE RIVER ENERGY COMPANY,CREEK,32
10148,LITTLE RIVER ENERGY COMPANY,CREEK,32
19289,YARHOLA PRODUCTION COMPANY,CREEK,33
19289,YARHOLA PRODUCTION COMPANY,CREEK,33
22802,SWAN JAMES A,CREEK,10
8441,THOMAS EXPLORATION COMPANY,CREEK,15
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,9
23934,ROVER OPERATING LLC,CREEK,9
23987,JASPER OIL LLC,CREEK,3
23987,JASPER OIL LLC,CREEK,10
20128,EAGLE RIVER ENERGY CORPORATION,CREEK,13
23934,ROVER OPERATING LLC,CREEK,16
23934,ROVER OPERATING LLC,CREEK,7
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,4
23934,ROVER OPERATING LLC,CREEK,4
15298,BAILEY RICHARD LEON,CREEK,34
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,17
5469,OWENS JAMES W,CREEK,30
23934,ROVER OPERATING LLC,CREEK,18
23934,ROVER OPERATING LLC,CREEK,18
23934,ROVER OPERATING LLC,CREEK,18
23934,ROVER OPERATING LLC,CREEK,18
23934,ROVER OPERATING LLC,CREEK,18
23934,ROVER OPERATING LLC,CREEK,18
17501,WFD OIL CORPORATION,CREEK,2
21067,TOPSAIL SECONDARY RECOVERY LLC,CREEK,33
10368,HOLLOWAY DAVID A,CREEK,13
22550,BEREXCO LLC,CREEK,4
22691,VENTURA ENERGY SERVICES LLC,CREEK,15
3959,EARNHARDT WILLIAM R COMPANY,CREEK,36
23271,MID-CON ENERGY OPERATING LLC,CREEK,25
19470,GLIMP OIL COMPANY LLC,CREEK,17
7872,NU-HOPE OIL COMPANY,CREEK,17
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
19312,PULLIAM RICK OIL & GAS INC,CREEK,10
20643,ONEOK GAS STORAGE LLC,CREEK,31
20128,EAGLE RIVER ENERGY CORPORATION,CREEK,32
8441,THOMAS EXPLORATION COMPANY,CREEK,7
23754,ROCKDALE RESOURCES CORPORATION,CREEK,10
16144,INLAND OIL CORPORATION,CREEK,17
1235,KRUMME OIL COMPANY LLP,CREEK,32
4209,SELLERS JACK B ESTATE OF,CREEK,3
14037,BRICHACEK JERRY LEE,CREEK,6
21286,WEINS HORTON L,CREEK,25
6613,BRADY COMPANY LLC (THE),CREEK,9
20764,S & C RESOURCES INC,CREEK,8
1235,KRUMME OIL COMPANY LLP,CREEK,8
1235,KRUMME OIL COMPANY LLP,CREEK,8
19753,VANORSDOL PAUL & LISA,CREEK,22
11199,ALTMAN ENERGY INC,CREEK,16
1235,KRUMME OIL COMPANY LLP,CREEK,5
23271,MID-CON ENERGY OPERATING LLC,CREEK,33
1235,KRUMME OIL COMPANY LLP,CREEK,32
1235,KRUMME OIL COMPANY LLP,CREEK,28
1225,KISKA OIL COMPANY,CREEK,20
22550,BEREXCO LLC,CREEK,9
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,7
13989,NBI SERVICES INC,CREEK,27
14665,BAUGH ALLAN L,CREEK,11
19369,VIKE OIL INC,CREEK,11
22550,BEREXCO LLC,CREEK,11
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
19470,GLIMP OIL COMPANY LLC,CREEK,13
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,12
19470,GLIMP OIL COMPANY LLC,CREEK,12
19470,GLIMP OIL COMPANY LLC,CREEK,12
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,3
14665,BAUGH ALLAN L,CREEK,2
19369,VIKE OIL INC,CREEK,24
23271,MID-CON ENERGY OPERATING LLC,CREEK,4
19386,PETCO PETROLEUM CORP,CREEK,4
8153,BARNES DARRELL,CREEK,33
23271,MID-CON ENERGY OPERATING LLC,CREEK,24
22430,POLE CAT OIL COMPANY,CREEK,5
23479,UNITED ENERGY & EXPLORATION LLC,CREEK,34
20096,WELCH ENERGY LLC,CREEK,24
22550,BEREXCO LLC,CREEK,9
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,14
17677,WHITEHEAD PRODUCTION CO INC,CREEK,27
19333,TIDEWATER OPERATING CO INC,CREEK,35
21281,WARNER PRODUCTION LLC,CREEK,17
8441,THOMAS LORATION COMPANY,CREEK,17
23412,FLYING M PETROLEUM LLC,CREEK,22
16835,DEXXON INC,CREEK,5
10148,LITTLE RIVER ENERGY COMPANY,CREEK,32
2234,UMBERHAM OIL COMPANY INC,CREEK,32
20976,KOBY OIL COMPANY LLC,CREEK,33
19470,GLIMP OIL COMPANY LLC,CREEK,36
16835,DEXXON INC,CREEK,20
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,21
16835,DEXXON INC,CREEK,2
2234,UMBERHAM OIL COMPANY INC,CREEK,31
22754,HIGHTOWER ENERGY LLC,CREEK,21
23000,KEYSTONE OIL AND GAS COMPANY LLC,CREEK,21
20862,SLAVENS II PAUL R,CREEK,6
21660,BECCA OIL LLC,CREEK,12
8153,BARNES DARRELL,CREEK,22
20128,EAGLE RIVER ENERGY CORPORATION,CREEK,17
7986,EARL-LE OIL COMPANY,CREEK,18
4209,SELLERS JACK B ESTATE OF,CREEK,20
16136,SHIPMAN JAMES E,CREEK,28
13015,HINSON BOBBIE L,CREEK,3
13682,J & J JACKSON OIL & GAS INC,CREEK,16
22754,HIGHTOWER ENERGY LLC,CREEK,1
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,4
16835,DEXXON INC,CREEK,9
22550,BEREXCO LLC,CREEK,17
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,18
20780,SHORT OIL COMPANY,CREEK,18
10148,LITTLE RIVER ENERGY COMPANY,CREEK,29
19470,GLIMP OIL COMPANY LLC,CREEK,27
23271,MID-CON ENERGY OPERATING LLC,CREEK,9
18890,HOTT MONTY L PRODUCTION CORP,CREEK,24
13989,NBI SERVICES INC,CREEK,27
21067,TOPSAIL SECONDARY RECOVERY LLC,CREEK,33
21067,TOPSAIL SECONDARY RECOVERY LLC,CREEK,34
21067,TOPSAIL SECONDARY RECOVERY LLC,CREEK,34
1235,KRUMME OIL COMPANY LLP,CREEK,19
19312,PULLIAM RICK OIL & GAS INC,CREEK,9
18170,LUKE OIL COMPANY,CREEK,19
21916,HINSON BOBBIE L JR,CREEK,25
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,21
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,6
20417,SOUTHWEST PETROLEUM CORP,CREEK,6
15458,SALLEE OIL CORPORATION,CREEK,12
23271,MID-CON ENERGY OPERATING LLC,CREEK,9
22550,BEREXCO LLC,CREEK,3
23271,MID-CON ENERGY OPERATING LLC,CREEK,9
23934,ROVER OPERATING LLC,CREEK,8
23934,ROVER OPERATING LLC,CREEK,8
8153,BARNES DARRELL,CREEK,15
22182,LINN OPERATING INC,CREEK,20
16835,DEXXON INC,CREEK,21
17983,MELSON OIL & GAS INC,CREEK,14
22545,MOUNTAIN CREEK ENERGY INC,CREEK,28
13989,NBI SERVICES INC,CREEK,28
22182,LINN OPERATING INC,CREEK,21
13989,NBI SERVICES INC,CREEK,34
22182,LINN OPERATING INC,CREEK,21
20814,GRAYHORSE OPERATING INC,CREEK,26
23934,ROVER OPERATING LLC,CREEK,8
13989,NBI SERVICES INC,CREEK,28
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
13989,NBI SERVICES INC,CREEK,28
13989,NBI SERVICES INC,CREEK,28
22141,PINNACLE EXPLORATION & PRODUCTION CO,CREEK,18
22141,PINNACLE EXPLORATION & PRODUCTION CO,CREEK,18
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
23934,ROVER OPERATING LLC,CREEK,9
23934,ROVER OPERATING LLC,CREEK,9
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
22550,BEREXCO LLC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,9
20096,WELCH ENERGY LLC,CREEK,32
16835,DEXXON INC,CREEK,9
17630,UPLANDS RESOURCES INC,CREEK,29
17630,UPLANDS RESOURCES INC,CREEK,29
13989,NBI SERVICES INC,CREEK,28
17630,UPLANDS RESOURCES INC,CREEK,20
17630,UPLANDS RESOURCES INC,CREEK,29
17630,UPLANDS RESOURCES INC,CREEK,29
17630,UPLANDS RESOURCES INC,CREEK,28
19386,PETCO PETROLEUM CORP,CREEK,23
17630,UPLANDS RESOURCES INC,CREEK,20
22550,BEREXCO LLC,CREEK,9
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
19958,DISCOVER RESOURCES LLC,CREEK,8
17630,UPLANDS RESOURCES INC,CREEK,20
22550,BEREXCO LLC,CREEK,27
22550,BEREXCO LLC,CREEK,8
23271,MID-CON ENERGY OPERATING LLC,CREEK,17
16835,DEXXON INC,CREEK,16
22550,BEREXCO LLC,CREEK,9
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
22282,TEE CEE'S INC,CREEK,17
20643,ONEOK GAS STORAGE LLC,CREEK,6
16835,DEXXON INC,CREEK,33
16835,DEXXON INC,CREEK,33
16835,DEXXON INC,CREEK,33
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
19958,DISCOVER RESOURCES LLC,CREEK,8
13989,NBI SERVICES INC,CREEK,3
236,BOOTH JOHN H INC,CREEK,23
20643,ONEOK GAS STORAGE LLC,CREEK,6
22550,BEREXCO LLC,CREEK,17
6190,WHITDALE INC,CREEK,13
19470,GLIMP OIL COMPANY LLC,CREEK,1
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,31
23934,ROVER OPERATING LLC,CREEK,4
23271,MID-CON ENERGY OPERATING LLC,CREEK,18
13989,NBI SERVICES INC,CREEK,28
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
16112,KLO LLC,CREEK,22
13989,NBI SERVICES INC,CREEK,17
23000,KEYSTONE OIL AND GAS COMPANY LLC,CREEK,2
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
19495,3 BC CO INC,CREEK,11
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,22
23797,LAKESHORE OPERATING LLC,CREEK,2
23797,LAKESHORE OPERATING LLC,CREEK,2
23797,LAKESHORE OPERATING LLC,CREEK,2
23797,LAKESHORE OPERATING LLC,CREEK,2
23797,LAKESHORE OPERATING LLC,CREEK,2
17677,WHITEHEAD PRODUCTION CO INC,CREEK,35
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
22775,DANNY'S OILFIELD SERVICES INC,CREEK,4
20417,SOUTHWEST PETROLEUM CORP,CREEK,7
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,28
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
10368,HOLLOWAY DAVID A,CREEK,27
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
10368,HOLLOWAY DAVID A,CREEK,27
17983,MELSON OIL & GAS INC,CREEK,9
19386,PETCO PETROLEUM CORP,CREEK,15
16835,DEXXON INC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,20
1235,KRUMME OIL COMPANY LLP,CREEK,31
23243,JAMES JOHNNY,CREEK,36
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,22
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,21
21744,COLT OIL LLC,CREEK,12
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
16202,CANOK INTERNATIONAL INC,CREEK,26
23271,MID-CON ENERGY OPERATING LLC,CREEK,17
23271,MID-CON ENERGY OPERATING LLC,CREEK,34
22550,BEREXCO LLC,CREEK,23
22550,BEREXCO LLC,CREEK,27
22594,TROJAN RESOURCES LLC,CREEK,9
19386,PETCO PETROLEUM CORP,CREEK,11
22550,BEREXCO LLC,CREEK,27
19386,PETCO PETROLEUM CORP,CREEK,11
19386,PETCO PETROLEUM CORP,CREEK,11
19386,PETCO PETROLEUM CORP,CREEK,11
22141,PINNACLE EXPLORATION & PRODUCTION CO,CREEK,30
23271,MID-CON ENERGY OPERATING LLC,CREEK,16
19386,PETCO PETROLEUM CORP,CREEK,4
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,16
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,27
16835,DEXXON INC,CREEK,16
16835,DEXXON INC,CREEK,9
22349,LVM OIL PRODUCTION LLC,CREEK,27
21822,ELITE RESOURCES INC,CREEK,34
13682,J & J JACKSON OIL & GAS INC,CREEK,16
21963,EDGE OIL COMPANY INC,CREEK,15
21963,EDGE OIL COMPANY INC,CREEK,16
23643,SHAMROCK OPERATING COMPANY LLC,CREEK,26
10148,LITTLE RIVER ENERGY COMPANY,CREEK,5
23380,T BAR M ENERGY RESOURCES LLC,CREEK,17
16835,DEXXON INC,CREEK,16
23271,MID-CON ENERGY OPERATING LLC,CREEK,8
19386,PETCO PETROLEUM CORP,CREEK,14
19386,PETCO PETROLEUM CORP,CREEK,11
8441,THOMAS EXPLORATION COMPANY,CREEK,36
16835,DEXXON INC,CREEK,21
16835,DEXXON INC,CREEK,21
16835,DEXXON INC,CREEK,21
16835,DEXXON INC,CREEK,21
16835,DEXXON INC,CREEK,21
16835,DEXXON INC,CREEK,21
16835,DEXXON INC,CREEK,21
23271,MID-CON ENERGY OPERATING LLC,CREEK,33
23271,MID-CON ENERGY OPERATING LLC,CREEK,34
16835,DEXXON INC,CREEK,21
10368,HOLLOWAY DAVID A,CREEK,27
11885,SHELTON DEMPSEY L,CREEK,5
16835,DEXXON INC,CREEK,16
12924,KEMMERER COMPANY INC,CREEK,36
16835,DEXXON INC,CREEK,16
19470,GLIMP OIL COMPANY LLC,CREEK,11
23747,"STRIPER WELL, LLC",CREEK,12
13470,PETRO-MAC CORPORATION,CREEK,34
20417,SOUTHWEST PETROLEUM CORP,CREEK,29
18096,EARLSBORO ENERGIES CORPORATION,CREEK,6
17626,SELLERS MARK A,CREEK,29
22467,PALM OPERATING LLC,CREEK,35
22594,TROJAN RESOURCES LLC,CREEK,4
23678,"GLENDELL L. GASKINS PRODUCTION, LLC",CREEK,4
20330,FRISCO ENERGY LLC,CREEK,9
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,8
17151,MINER ELVIN EARL,CREEK,18
12550,SHALLOW ENERGY INC,CREEK,27
23243,JAMES JOHNNY,CREEK,30
23556,INTERNATIONAL ENERGY COMPANY LLC,CREEK,14
14665,BAUGH ALLAN L,CREEK,10
17151,MINER ELVIN EARL,CREEK,7
10368,HOLLOWAY DAVID A,CREEK,14
19794,KANTOR OIL COMPANY LLC,CREEK,3
23271,MID-CON ENERGY OPERATING LLC,CREEK,15
10368,HOLLOWAY DAVID A,CREEK,35
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,28
22550,BEREXCO LLC,CREEK,27
8046,DENHAM OPERATING COMPANY,CREEK,12
15458,SALLEE OIL CORPORATION,CREEK,11
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
8046,DENHAM OPERATING COMPANY,CREEK,15
20342,CORNELIUS OIL INC,CREEK,33
2057,SPESS OIL COMPANY INC,CREEK,30
2057,SPESS OIL COMPANY INC,CREEK,30
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
16835,DEXXON INC,CREEK,17
20720,WILDHORSE OPERATING COMPANY,CREEK,26
22550,BEREXCO LLC,CREEK,17
10368,HOLLOWAY DAVID A,CREEK,14
8610,ADVANCE OIL CORPORATION,CREEK,7
20342,CORNELIUS OIL INC,CREEK,33
22760,SMITH VERNON C,CREEK,17
22550,BEREXCO LLC,CREEK,7
3959,EARNHARDT WILLIAM R COMPANY,CREEK,32
21963,EDGE OIL COMPANY INC,CREEK,10
20931,PINNACLE OPERATING COMPANY LLC,CREEK,9
3959,EARNHARDT WILLIAM R COMPANY,CREEK,32
16144,INLAND OIL CORPORATION,CREEK,3
17800,DUNLAP OIL COMPANY,CREEK,15
22590,HORN EDDIE L dba B & E INVESTMENTS,CREEK,16
21225,CDG INC,CREEK,35
8441,THOMAS EXPLORATION COMPANY,CREEK,30
16835,DEXXON INC,CREEK,17
23934,ROVER OPERATING LLC,CREEK,8
20811,LUNAR INVESTMENTS INC,CREEK,22
11750,CARTLEDGE & CARTLEDGE OIL COMPANY INC,CREEK,14
23209,CIRCLE 9 RESOURCES LLC,CREEK,26
16202,CANOK INTERNATIONAL INC,CREEK,32
